Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,46.020000,50.490002,45.910000,49.580002,48.615334,46698500
2020-03-24,53.139999,54.639999,51.349998,52.400002,51.380466,50019800
2020-03-25,52.480000,53.790001,49.910000,51.259998,50.262642,41106100
2020-03-26,51.740002,55.950001,51.660000,55.540001,54.459370,41459800
2020-03-27,53.419998,54.639999,52.070000,52.369999,51.351048,31633500
2020-03-30,52.990002,56.099998,52.830002,55.490002,54.410343,31628600
2020-03-31,55.060001,55.799999,53.220001,54.119999,53.066994,48074700
2020-04-01,52.500000,54.689999,51.430000,51.880001,50.870579,29586600
2020-04-02,51.290001,54.560001,51.220001,54.349998,53.292519,27810000
2020-04-03,53.849998,55.130001,52.730000,54.130001,53.076805,23906100
2020-04-06,56.630001,58.770000,56.119999,58.430000,57.293140,32323400
2020-04-07,59.939999,61.490002,58.209999,58.400002,57.263721,41410000
2020-04-08,58.990002,59.509998,57.910000,58.980000,57.832439,26719500
2020-04-09,59.360001,59.720001,56.060001,57.139999,56.028240,40515400
2020-04-13,56.570000,58.770000,56.570000,58.700001,57.557888,23251900
2020-04-14,60.040001,60.900002,59.509998,60.660000,59.479748,25674000
2020-04-15,59.740002,59.830002,58.389999,58.869999,57.724579,22841600
2020-04-16,59.610001,60.959999,58.810001,60.790001,59.607220,24433500
2020-04-17,62.020000,62.130001,59.830002,60.360001,59.185589,27385600
2020-04-20,59.279999,60.040001,58.889999,59.180000,58.028549,26420300
2020-04-21,58.110001,58.599998,55.930000,56.360001,55.263416,25248000
2020-04-22,58.270000,60.500000,57.810001,60.099998,58.930645,23443700
2020-04-23,59.669998,60.099998,58.810001,59.040001,57.891270,35092000
2020-04-24,56.200001,59.400002,56.099998,59.259998,58.106991,50220500
2020-04-27,59.720001,59.830002,58.389999,59.470001,58.312904,25902200
2020-04-28,59.990002,60.220001,58.259998,58.750000,57.606911,28784700
2020-04-29,59.439999,62.029999,59.320000,61.799999,60.597569,30451500
2020-04-30,61.369999,61.540001,59.750000,59.980000,58.812981,26279900
2020-05-01,58.830002,59.320000,57.310001,57.470001,56.351818,21194800
2020-05-04,57.119999,58.070000,56.310001,57.990002,56.861702,18957200
2020-05-05,58.790001,59.299999,58.349998,58.750000,57.606911,17252100
2020-05-06,59.040001,59.950001,58.939999,59.180000,58.356335,17848700
2020-05-07,59.930000,60.099998,58.919998,59.169998,58.346474,14733500
2020-05-08,59.669998,59.779999,59.049999,59.669998,58.839512,20391100
2020-05-11,59.740002,60.840000,59.709999,60.130001,59.293114,18684400
2020-05-12,60.220001,60.639999,58.259998,58.389999,57.577328,16754900
2020-05-13,58.450001,59.230000,56.900002,57.740002,56.936378,21065000
2020-05-14,57.320000,59.150002,56.099998,59.080002,58.257729,21569400
2020-05-15,57.400002,58.369999,56.959999,58.279999,57.468861,21373300
2020-05-18,59.740002,60.279999,59.360001,59.919998,59.086033,20443700
2020-05-19,60.130001,61.770000,59.849998,60.290001,59.450886,21865000
2020-05-20,61.160000,63.490002,61.020000,63.099998,62.221775,30584000
2020-05-21,63.099998,63.799999,61.820000,61.980000,61.117363,20987700
2020-05-22,61.980000,62.320000,61.419998,62.259998,61.393467,14103000
2020-05-26,63.680000,64.139999,62.119999,62.340000,61.472351,20933600
2020-05-27,62.320000,63.590000,61.070000,63.560001,62.675377,19886300
2020-05-28,63.000000,63.450001,61.490002,61.700001,60.841263,17253500
2020-05-29,61.900002,63.660000,61.619999,62.930000,62.054142,33395700
2020-06-01,62.490002,62.660000,61.660000,61.860001,60.999035,14317700
2020-06-02,61.700001,62.169998,60.830002,62.119999,61.255417,20702400
2020-06-03,62.450001,62.540001,61.529999,61.930000,61.068058,16737300
2020-06-04,61.740002,63.470001,61.340000,62.970001,62.093586,22010100
2020-06-05,63.360001,65.110001,63.160000,64.339996,63.444511,26813100
2020-06-08,63.970001,64.150002,62.939999,63.669998,62.783844,21546200
2020-06-09,62.990002,63.709999,62.900002,63.040001,62.162613,23594100
2020-06-10,62.790001,64.290001,62.750000,63.869999,62.981056,21367800
2020-06-11,63.070000,63.299999,59.520000,59.700001,58.869099,26998200
2020-06-12,60.110001,60.959999,58.119999,59.330002,58.504250,30404600
2020-06-15,59.330002,60.360001,58.580002,60.099998,59.263527,29651700
2020-06-16,61.490002,61.650002,59.490002,60.400002,59.559357,23226600
2020-06-17,60.740002,61.279999,60.060001,60.490002,59.648102,20442300
2020-06-18,60.349998,60.509998,59.320000,60.080002,59.243809,24892600
2020-06-19,60.650002,60.889999,59.099998,59.619999,58.790211,60336100
2020-06-22,59.730000,60.549999,58.830002,60.090000,59.253670,22846000
2020-06-23,60.189999,60.470001,59.860001,59.919998,59.086033,22809600
2020-06-24,59.639999,59.810001,58.669998,59.090000,58.267586,27764500
2020-06-25,58.980000,59.090000,57.480000,58.509998,57.695656,21906900
2020-06-26,58.490002,58.730000,57.070000,57.500000,56.699715,38477500
2020-06-29,57.470001,58.349998,56.759998,58.270000,57.459003,22150300
2020-06-30,58.709999,59.980000,58.540001,59.830002,58.997292,31542100
2020-07-01,59.910000,60.029999,58.759998,58.810001,57.991486,14748100
2020-07-02,59.189999,59.810001,58.970001,59.130001,58.307034,15578600
2020-07-06,58.720001,59.619999,58.599998,59.540001,58.711323,20536700
2020-07-07,59.070000,59.570000,58.139999,58.310001,57.498444,15996500
2020-07-08,58.450001,58.700001,57.930000,58.610001,57.794270,13277900
2020-07-09,58.200001,58.750000,57.700001,58.419998,57.606911,20683700
2020-07-10,57.950001,59.689999,57.830002,59.529999,58.701462,17742300
2020-07-13,59.840000,60.619999,58.389999,58.580002,57.764687,19082900
2020-07-14,57.869999,59.250000,57.349998,58.980000,58.159119,24190900
2020-07-15,59.029999,59.340000,58.419998,59.029999,58.208420,19986300
2020-07-16,58.540001,59.360001,58.400002,59.139999,58.316891,12425900
2020-07-17,59.419998,60.459999,59.279999,60.000000,59.164925,16322800
2020-07-20,60.080002,61.380001,59.340000,61.150002,60.298920,16868700
2020-07-21,61.520000,61.930000,60.439999,60.700001,59.855183,19830300
2020-07-22,61.310001,61.770000,60.619999,61.049999,60.200306,18959900
2020-07-23,61.259998,61.740002,59.980000,60.400002,59.559357,43518600
2020-07-24,52.150002,52.180000,49.500000,50.590000,49.885887,182269900
2020-07-27,51.029999,51.139999,49.470001,49.570000,48.880085,107526500
2020-07-28,49.480000,50.230000,49.139999,49.240002,48.554684,62362600
2020-07-29,49.490002,49.500000,47.900002,48.070000,47.400963,60500800
2020-07-30,47.830002,48.500000,47.590000,47.990002,47.322079,39735200
2020-07-31,48.130001,48.320000,46.970001,47.730000,47.065693,46569900
2020-08-03,48.270000,48.630001,47.740002,48.299999,47.627762,31767100
2020-08-04,48.599998,49.139999,48.500000,49.130001,48.446213,29045800
2020-08-05,49.720001,49.720001,48.660000,48.919998,48.239132,29471100
2020-08-06,48.790001,48.820000,48.099998,48.570000,48.219276,23795500
2020-08-07,48.529999,48.650002,47.700001,48.029999,47.683174,36746000
2020-08-10,48.200001,49.389999,48.060001,49.220001,48.864586,37442600
2020-08-11,49.630001,49.730000,48.060001,48.189999,47.842018,35348100
2020-08-12,48.669998,49.259998,48.240002,49.189999,48.834797,30687200
2020-08-13,49.259998,49.330002,48.389999,48.560001,48.209351,24774500
2020-08-14,48.730000,49.209999,48.650002,48.889999,48.536964,22321200
2020-08-17,49.110001,49.310001,48.730000,48.930000,48.576679,20018300
2020-08-18,49.259998,49.570000,48.619999,48.650002,48.298702,19251400
2020-08-19,48.790001,48.980000,48.250000,48.330002,47.981010,27775000
2020-08-20,49.810001,50.200001,49.000000,49.169998,48.814941,55081300
2020-08-21,49.020000,49.310001,48.650002,49.279999,48.924149,34621500
2020-08-24,49.259998,49.400002,48.820000,49.139999,48.785160,36295300
2020-08-25,49.349998,49.880001,49.209999,49.430000,49.073067,38384300
2020-08-26,49.389999,49.669998,49.230000,49.549999,49.192200,28616600
2020-08-27,49.790001,49.930000,49.169998,49.400002,49.043285,24420600
2020-08-28,49.570000,50.799999,49.459999,50.430000,50.065845,35384700
2020-08-31,51.000000,51.500000,50.320000,50.950001,50.582092,46114100
2020-09-01,50.910000,51.000000,50.220001,50.790001,50.423248,30522700
2020-09-02,51.209999,52.680000,51.090000,52.250000,51.872704,53000700
2020-09-03,52.500000,52.619999,50.139999,50.389999,50.026134,47394300
2020-09-04,50.529999,51.230000,49.490002,50.080002,49.718376,43318400
2020-09-08,49.259998,49.900002,48.849998,48.910000,48.556820,39752700
2020-09-09,49.529999,49.970001,49.040001,49.619999,49.261692,33437300
2020-09-10,50.000000,50.090000,48.709999,48.959999,48.606461,32649100
2020-09-11,49.259998,50.049999,48.950001,49.279999,48.924149,29333600
2020-09-14,48.849998,49.720001,48.849998,49.410000,49.053211,27212500
2020-09-15,49.790001,50.599998,49.730000,50.000000,49.638950,27598300
2020-09-16,50.509998,51.029999,50.169998,50.369999,50.006279,26531400
2020-09-17,49.369999,50.490002,49.299999,50.320000,49.956638,26959900
2020-09-18,50.330002,50.500000,49.040001,49.889999,49.529743,50123500
2020-09-21,49.389999,49.750000,48.830002,49.720001,49.360973,27377100
2020-09-22,49.889999,50.209999,49.470001,49.950001,49.589314,22290900
2020-09-23,49.830002,50.150002,48.660000,48.820000,48.467472,30078800
2020-09-24,48.529999,49.639999,48.419998,49.160000,48.805016,29343400
2020-09-25,48.959999,50.279999,48.750000,49.939999,49.579384,26633400
2020-09-28,50.509998,51.459999,50.160000,51.430000,51.058624,29652200
2020-09-29,51.310001,51.740002,50.950001,51.189999,50.820358,19558200
2020-09-30,51.240002,52.380001,51.150002,51.779999,51.406097,27698300
2020-10-01,52.400002,52.720001,51.990002,52.240002,51.862778,22127600
2020-10-02,51.500000,51.980000,50.990002,51.009998,50.641655,25811800
2020-10-05,51.299999,51.810001,51.270000,51.689999,51.316746,20883200
2020-10-06,51.709999,52.700001,51.230000,51.369999,50.999058,25642800
2020-10-07,51.849998,52.900002,51.790001,52.669998,52.289669,21978700
2020-10-08,52.910000,53.580002,52.669998,53.369999,52.984615,22369500
2020-10-09,53.549999,53.849998,52.669998,52.820000,52.438587,24343900
2020-10-12,53.549999,54.200001,53.209999,53.880001,53.490936,27303500
2020-10-13,54.270000,54.290001,53.619999,53.830002,53.441296,20005800
2020-10-14,54.009998,54.400002,53.509998,53.549999,53.163315,21885100
2020-10-15,52.750000,53.980000,52.619999,53.849998,53.461147,18272900
2020-10-16,53.900002,54.700001,53.900002,54.160000,53.768913,23414400
2020-10-19,54.470001,56.230000,53.840000,54.580002,54.185879,43537200
2020-10-20,54.599998,54.700001,53.270000,53.430000,53.044182,27224900
2020-10-21,53.139999,54.070000,52.820000,53.500000,53.113678,21866000
2020-10-22,53.119999,54.220001,53.070000,53.900002,53.510792,41522700
2020-10-23,48.349998,48.669998,47.660000,48.200001,47.851948,97322500
2020-10-26,47.849998,47.860001,46.250000,46.720001,46.382637,54161300
2020-10-27,45.980000,46.410000,45.360001,45.639999,45.310432,50130500
2020-10-28,44.889999,45.290001,44.200001,44.250000,43.930473,45066000
2020-10-29,44.240002,44.470001,43.919998,44.110001,43.791485,36796800
2020-10-30,44.099998,44.799999,43.610001,44.279999,43.960255,46781300
2020-11-02,44.959999,45.060001,44.240002,44.459999,44.138954,33856700
2020-11-03,44.730000,45.459999,44.700001,44.849998,44.526138,34349500
2020-11-04,45.110001,46.150002,44.779999,45.700001,45.370003,34748200
2020-11-05,46.150002,46.380001,45.529999,45.680000,45.680000,31103200
2020-11-06,45.540001,45.799999,44.900002,45.389999,45.389999,36233700
2020-11-09,46.639999,47.349998,45.540001,45.599998,45.599998,48481700
2020-11-10,45.400002,46.480000,45.250000,45.439999,45.439999,39224500
2020-11-11,45.900002,46.459999,45.860001,46.349998,46.349998,31496900
2020-11-12,46.130001,46.189999,44.549999,44.950001,44.950001,42881300
2020-11-13,44.990002,45.580002,44.970001,45.459999,45.459999,30884700
2020-11-16,46.040001,46.750000,45.790001,46.189999,46.189999,36306300
2020-11-17,45.750000,46.119999,45.410000,45.529999,45.529999,31118000
2020-11-18,45.549999,45.689999,45.040001,45.060001,45.060001,32817900
2020-11-19,44.919998,45.669998,44.700001,45.619999,45.619999,29469100
2020-11-20,45.660000,45.880001,45.330002,45.389999,45.389999,24183700
2020-11-23,45.480000,46.209999,45.450001,46.060001,46.060001,35489600
2020-11-24,46.290001,47.299999,46.009998,47.009998,47.009998,33901200
2020-11-25,47.029999,47.180000,46.570000,47.049999,47.049999,28126900
2020-11-27,47.360001,48.099998,47.360001,47.450001,47.450001,15921400
2020-11-30,47.419998,48.500000,47.270000,48.349998,48.349998,46332700
2020-12-01,48.750000,50.230000,48.709999,49.560001,49.560001,57778200
2020-12-02,49.220001,50.060001,49.180000,49.900002,49.900002,33753500
2020-12-03,49.919998,51.110001,49.779999,50.990002,50.990002,50261200
2020-12-04,51.060001,52.650002,51.000000,51.990002,51.990002,39767700
2020-12-07,51.000000,51.290001,49.560001,50.200001,50.200001,51040300
2020-12-08,49.830002,50.720001,49.810001,50.689999,50.689999,28956500
2020-12-09,50.279999,50.840000,49.730000,50.070000,50.070000,34068400
2020-12-10,49.660000,50.720001,49.590000,50.259998,50.259998,33706000
2020-12-11,50.139999,50.139999,49.119999,49.730000,49.730000,29398800
2020-12-14,49.820000,51.340000,49.740002,50.470001,50.470001,33436400
2020-12-15,50.980000,51.009998,50.209999,50.669998,50.669998,25473000
2020-12-16,50.709999,51.459999,50.680000,51.119999,51.119999,28351000
2020-12-17,51.150002,51.320000,50.220001,50.650002,50.650002,26387600
